"기준 년월 코드","상권 코드","서비스 업종 코드","서비스 업종 코드명","점포 수","유사 업종 점포 수","개업율","개업 점포 수","폐업률","폐업 점포 수","상권 코드명"
"201706","13651","CS300011","화장품","3","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300010","문구점","2","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300009","약국","7","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300008","패션잡화","5","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300007","의류점","4","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300006","과일채소","2","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300005","정육점","4","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300004","휴대폰","6","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300003","컴퓨터판매수리","2","0","0","0","0","0","도봉로152가길"
"201706","13651","CS300002","편의점","30","1","100","1","0","0","도봉로152가길"
"201706","13651","CS300001","슈퍼마켓","14","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200022","자동차미용","1","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200021","자동차수리","12","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200020","세탁소","21","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200019","여관업","9","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200018","피부관리실","7","1","0","0","0","0","도봉로152가길"
"201706","13651","CS200017","네일숍","3","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200016","미용실","78","3","0","0","0","0","도봉로152가길"
"201706","13651","CS200010","노래방","10","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200009","인테리어","15","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200008","부동산중개업","16","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200007","보육시설","5","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200006","일반의원","6","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200005","한의원","3","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200004","치과의원","4","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200003","예체능학원","7","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200002","외국어학원","1","0","0","0","0","0","도봉로152가길"
"201706","13651","CS200001","입시보습학원","1","0","0","0","0","0","도봉로152가길"
"201706","13651","CS100010","호프간이주점","36","1","0","0","0","0","도봉로152가길"
"201706","13651","CS100009","커피음료","23","2","0","0","0","0","도봉로152가길"
"201706","13651","CS100008","제과점","8","0","0","0","0","0","도봉로152가길"
"201706","13651","CS100007","치킨집","17","1","0","0","0","0","도봉로152가길"
"201706","13651","CS100006","패스트푸드점","6","0","0","0","0","0","도봉로152가길"
"201706","13651","CS100005","분식집","25","1","0","0","0","0","도봉로152가길"
"201706","13651","CS100004","양식집","5","0","0","0","0","0","도봉로152가길"
"201706","13651","CS100003","일식집","11","2","0","0","0","0","도봉로152가길"
"201706","13651","CS100002","중국집","8","1","0","0","50","1","도봉로152가길"
"201706","13651","CS100001","한식음식점","146","20","5","1","0","0","도봉로152가길"
"201706","13650","CS300011","화장품","23","0","0","0","0","0","통일로69길"
"201706","13650","CS300010","문구점","9","0","0","0","0","0","통일로69길"
"201706","13650","CS300009","약국","19","0","0","0","0","0","통일로69길"
"201706","13650","CS300008","패션잡화","61","0","0","0","0","0","통일로69길"
"201706","13650","CS300007","의류점","30","0","0","0","0","0","통일로69길"
"201706","13650","CS300006","과일채소","7","0","0","0","0","0","통일로69길"
"201706","13650","CS300005","정육점","11","0","0","0","0","0","통일로69길"
"201706","13650","CS300004","휴대폰","14","0","0","0","0","0","통일로69길"
"201706","13650","CS300003","컴퓨터판매수리","2","0","0","0","0","0","통일로69길"
"201706","13650","CS300002","편의점","40","1","0","0","0","0","통일로69길"
"201706","13650","CS300001","슈퍼마켓","43","0","0","0","0","0","통일로69길"
"201706","13650","CS200022","자동차미용","1","0","0","0","0","0","통일로69길"
"201706","13650","CS200021","자동차수리","4","0","0","0","0","0","통일로69길"
"201706","13650","CS200020","세탁소","25","1","0","0","0","0","통일로69길"
"201706","13650","CS200019","여관업","28","2","0","0","0","0","통일로69길"
"201706","13650","CS200018","피부관리실","19","0","0","0","0","0","통일로69길"
"201706","13650","CS200017","네일숍","13","0","0","0","0","0","통일로69길"
"201706","13650","CS200016","미용실","90","7","0","0","0","0","통일로69길"
"201706","13650","CS200011","PC방","6","0","0","0","0","0","통일로69길"
"201706","13650","CS200010","노래방","10","0","0","0","0","0","통일로69길"
"201706","13650","CS200009","인테리어","30","0","0","0","0","0","통일로69길"
"201706","13650","CS200008","부동산중개업","30","0","0","0","0","0","통일로69길"
"201706","13650","CS200007","보육시설","13","0","0","0","0","0","통일로69길"
"201706","13650","CS200006","일반의원","9","0","0","0","0","0","통일로69길"
"201706","13650","CS200005","한의원","17","0","0","0","0","0","통일로69길"
"201706","13650","CS200004","치과의원","21","0","0","0","0","0","통일로69길"
"201706","13650","CS200003","예체능학원","22","0","0","0","0","0","통일로69길"
"201706","13650","CS200002","외국어학원","13","0","0","0","0","0","통일로69길"
"201706","13650","CS200001","입시보습학원","13","0","0","0","0","0","통일로69길"
"201706","13650","CS100010","호프간이주점","54","2","0","0","0","0","통일로69길"
"201706","13650","CS100009","커피음료","66","0","0","0","0","0","통일로69길"
"201706","13650","CS100008","제과점","25","1","0","0","0","0","통일로69길"
"201706","13650","CS100007","치킨집","35","0","0","0","0","0","통일로69길"
"201706","13650","CS100006","패스트푸드점","36","0","0","0","0","0","통일로69길"
"201706","13650","CS100005","분식집","73","3","0","0","0","0","통일로69길"
"201706","13650","CS100004","양식집","27","2","0","0","33.333","1","통일로69길"
"201706","13650","CS100003","일식집","57","3","0","0","0","0","통일로69길"
"201706","13650","CS100002","중국집","14","2","0","0","0","0","통일로69길"
"201706","13650","CS100001","한식음식점","317","18","0","0","0","0","통일로69길"
"201706","13649","CS300011","화장품","7","0","0","0","0","0","율곡로14길"
"201706","13649","CS300010","문구점","25","0","0","0","0","0","율곡로14길"
"201706","13649","CS300009","약국","27","0","0","0","0","0","율곡로14길"
"201706","13649","CS300008","패션잡화","133","0","0","0","0","0","율곡로14길"
"201706","13649","CS300007","의류점","114","0","0","0","0","0","율곡로14길"
"201706","13649","CS300006","과일채소","11","0","0","0","0","0","율곡로14길"
"201706","13649","CS300005","정육점","15","0","0","0","0","0","율곡로14길"
"201706","13649","CS300004","휴대폰","18","0","0","0","0","0","율곡로14길"
"201706","13649","CS300003","컴퓨터판매수리","3","0","0","0","0","0","율곡로14길"
"201706","13649","CS300002","편의점","53","1","0","0","0","0","율곡로14길"
"201706","13649","CS300001","슈퍼마켓","1294","0","0","0","0","0","율곡로14길"
"201706","13649","CS200022","자동차미용","1","0","0","0","0","0","율곡로14길"
"201706","13649","CS200021","자동차수리","11","0","0","0","0","0","율곡로14길"
"201706","13649","CS200020","세탁소","10","0","0","0","0","0","율곡로14길"
"201706","13649","CS200019","여관업","39","1","0","0","0","0","율곡로14길"
"201706","13649","CS200018","피부관리실","9","0","0","0","0","0","율곡로14길"
"201706","13649","CS200017","네일숍","2","0","0","0","0","0","율곡로14길"
"201706","13649","CS200016","미용실","43","1","0","0","0","0","율곡로14길"
"201706","13649","CS200012","당구장","8","0","0","0","0","0","율곡로14길"
"201706","13649","CS200011","PC방","3","0","0","0","0","0","율곡로14길"
"201706","13649","CS200010","노래방","8","0","0","0","0","0","율곡로14길"
"201706","13649","CS200009","인테리어","175","0","0","0","0","0","율곡로14길"
"201706","13649","CS200008","부동산중개업","48","0","0","0","0","0","율곡로14길"
"201706","13649","CS200007","보육시설","5","0","0","0","0","0","율곡로14길"
"201706","13649","CS200006","일반의원","6","0","0","0","0","0","율곡로14길"
"201706","13649","CS200005","한의원","38","0","0","0","0","0","율곡로14길"
"201706","13649","CS200004","치과의원","19","0","0","0","0","0","율곡로14길"
"201706","13649","CS200003","예체능학원","12","0","0","0","0","0","율곡로14길"
"201706","13649","CS200002","외국어학원","1","0","0","0","0","0","율곡로14길"
"201706","13649","CS200001","입시보습학원","7","0","0","0","0","0","율곡로14길"
"201706","13649","CS100010","호프간이주점","34","0","0","0","0","0","율곡로14길"
"201706","13649","CS100009","커피음료","131","2","0","0","0","0","율곡로14길"
"201706","13649","CS100008","제과점","20","0","0","0","0","0","율곡로14길"
"201706","13649","CS100007","치킨집","18","0","0","0","0","0","율곡로14길"
"201706","13649","CS100006","패스트푸드점","25","0","0","0","0","0","율곡로14길"
"201706","13649","CS100005","분식집","132","4","0","0","0","0","율곡로14길"
"201706","13649","CS100004","양식집","60","2","0","0","0","0","율곡로14길"
"201706","13649","CS100003","일식집","56","0","0","0","0","0","율곡로14길"
"201706","13649","CS100002","중국집","13","1","0","0","0","0","율곡로14길"
"201706","13649","CS100001","한식음식점","520","11","0","0","0","0","율곡로14길"
"201706","13648","CS300011","화장품","20","0","0","0","0","0","장한로21길"
"201706","13648","CS300010","문구점","16","0","0","0","0","0","장한로21길"
"201706","13648","CS300009","약국","21","0","0","0","0","0","장한로21길"
"201706","13648","CS300008","패션잡화","108","0","0","0","0","0","장한로21길"
"201706","13648","CS300007","의류점","72","0","0","0","0","0","장한로21길"
"201706","13648","CS300006","과일채소","2","0","0","0","0","0","장한로21길"
"201706","13648","CS300005","정육점","11","0","0","0","0","0","장한로21길"
"201706","13648","CS300004","휴대폰","13","0","0","0","0","0","장한로21길"
"201706","13648","CS300003","컴퓨터판매수리","2","0","0","0","0","0","장한로21길"
"201706","13648","CS300002","편의점","61","1","0","0","0","0","장한로21길"
"201706","13648","CS300001","슈퍼마켓","33","0","0","0","0","0","장한로21길"
"201706","13648","CS200022","자동차미용","3","0","0","0","0","0","장한로21길"
"201706","13648","CS200021","자동차수리","36","0","0","0","0","0","장한로21길"
"201706","13648","CS200020","세탁소","41","5","0","0","0","0","장한로21길"
"201706","13648","CS200019","여관업","28","0","0","0","0","0","장한로21길"
"201706","13648","CS200018","피부관리실","15","0","0","0","0","0","장한로21길"
"201706","13648","CS200017","네일숍","13","1","0","0","0","0","장한로21길"
"201706","13648","CS200016","미용실","105","10","0","0","0","0","장한로21길"
"201706","13648","CS200012","당구장","8","0","0","0","0","0","장한로21길"
"201706","13648","CS200011","PC방","4","0","0","0","0","0","장한로21길"
"201706","13648","CS200010","노래방","20","0","0","0","0","0","장한로21길"
"201706","13648","CS200009","인테리어","34","0","0","0","0","0","장한로21길"
"201706","13648","CS200008","부동산중개업","37","0","0","0","0","0","장한로21길"
"201706","13648","CS200007","보육시설","16","0","0","0","0","0","장한로21길"
"201706","13648","CS200006","일반의원","10","0","0","0","0","0","장한로21길"
"201706","13648","CS200005","한의원","16","0","0","0","0","0","장한로21길"
"201706","13648","CS200004","치과의원","17","0","0","0","0","0","장한로21길"
"201706","13648","CS200003","예체능학원","44","0","0","0","0","0","장한로21길"
"201706","13648","CS200002","외국어학원","21","0","0","0","0","0","장한로21길"
"201706","13648","CS200001","입시보습학원","26","0","0","0","0","0","장한로21길"
"201706","13648","CS100010","호프간이주점","82","1","0","0","0","0","장한로21길"
"201706","13648","CS100009","커피음료","45","0","0","0","0","0","장한로21길"
"201706","13648","CS100008","제과점","15","0","0","0","0","0","장한로21길"
"201706","13648","CS100007","치킨집","33","0","0","0","0","0","장한로21길"
"201706","13648","CS100006","패스트푸드점","34","0","0","0","0","0","장한로21길"
"201706","13648","CS100005","분식집","88","2","0","0","0","0","장한로21길"
"201706","13648","CS100004","양식집","19","0","0","0","0","0","장한로21길"
"201706","13648","CS100003","일식집","81","1","0","0","0","0","장한로21길"
"201706","13648","CS100002","중국집","14","3","0","0","0","0","장한로21길"
"201706","13648","CS100001","한식음식점","443","11","9.091","1","0","0","장한로21길"
"201706","13647","CS300011","화장품","21","0","0","0","0","0","답십리로_C"
"201706","13647","CS300010","문구점","18","0","0","0","0","0","답십리로_C"
"201706","13647","CS300009","약국","18","0","0","0","0","0","답십리로_C"
"201706","13647","CS300008","패션잡화","107","0","0","0","0","0","답십리로_C"
"201706","13647","CS300007","의류점","77","0","0","0","0","0","답십리로_C"
"201706","13647","CS300006","과일채소","5","0","0","0","0","0","답십리로_C"
"201706","13647","CS300005","정육점","10","0","0","0","0","0","답십리로_C"
"201706","13647","CS300004","휴대폰","17","0","0","0","0","0","답십리로_C"
"201706","13647","CS300003","컴퓨터판매수리","3","0","0","0","0","0","답십리로_C"
"201706","13647","CS300002","편의점","64","0","0","0","0","0","답십리로_C"
"201706","13647","CS300001","슈퍼마켓","33","0","0","0","0","0","답십리로_C"
"201706","13647","CS200022","자동차미용","3","0","0","0","0","0","답십리로_C"
"201706","13647","CS200021","자동차수리","27","0","0","0","0","0","답십리로_C"
"201706","13647","CS200020","세탁소","39","1","0","0","0","0","답십리로_C"
"201706","13647","CS200019","여관업","26","0","0","0","0","0","답십리로_C"
"201706","13647","CS200018","피부관리실","16","0","0","0","0","0","답십리로_C"
"201706","13647","CS200017","네일숍","14","0","0","0","0","0","답십리로_C"
"201706","13647","CS200016","미용실","111","3","0","0","0","0","답십리로_C"
"201706","13647","CS200012","당구장","9","0","0","0","0","0","답십리로_C"
"201706","13647","CS200011","PC방","4","0","0","0","0","0","답십리로_C"
"201706","13647","CS200010","노래방","21","0","0","0","0","0","답십리로_C"
"201706","13647","CS200009","인테리어","30","0","0","0","0","0","답십리로_C"
"201706","13647","CS200008","부동산중개업","35","0","0","0","0","0","답십리로_C"
"201706","13647","CS200007","보육시설","15","0","0","0","0","0","답십리로_C"
"201706","13647","CS200006","일반의원","9","0","0","0","0","0","답십리로_C"
"201706","13647","CS200005","한의원","18","0","0","0","0","0","답십리로_C"
"201706","13647","CS200004","치과의원","17","0","0","0","0","0","답십리로_C"
"201706","13647","CS200003","예체능학원","53","0","0","0","0","0","답십리로_C"
"201706","13647","CS200002","외국어학원","26","0","0","0","0","0","답십리로_C"
"201706","13647","CS200001","입시보습학원","36","0","0","0","0","0","답십리로_C"
"201706","13647","CS100010","호프간이주점","82","2","0","0","0","0","답십리로_C"
"201706","13647","CS100009","커피음료","46","4","0","0","0","0","답십리로_C"
"201706","13647","CS100008","제과점","19","0","0","0","0","0","답십리로_C"
"201706","13647","CS100007","치킨집","30","2","0","0","0","0","답십리로_C"
"201706","13647","CS100006","패스트푸드점","33","1","0","0","0","0","답십리로_C"
"201706","13647","CS100005","분식집","91","3","0","0","0","0","답십리로_C"
"201706","13647","CS100004","양식집","20","1","0","0","0","0","답십리로_C"
"201706","13647","CS100003","일식집","73","1","0","0","0","0","답십리로_C"
"201706","13647","CS100002","중국집","15","1","0","0","0","0","답십리로_C"
"201706","13647","CS100001","한식음식점","383","13","0","0","0","0","답십리로_C"
"201706","13646","CS300011","화장품","15","0","0","0","0","0","답십리로66길"
"201706","13646","CS300010","문구점","15","0","0","0","0","0","답십리로66길"
"201706","13646","CS300009","약국","26","0","0","0","0","0","답십리로66길"
"201706","13646","CS300008","패션잡화","48","0","0","0","0","0","답십리로66길"
"201706","13646","CS300007","의류점","67","0","0","0","0","0","답십리로66길"
"201706","13646","CS300006","과일채소","2","0","0","0","0","0","답십리로66길"
"201706","13646","CS300005","정육점","12","0","0","0","0","0","답십리로66길"
"201706","13646","CS300004","휴대폰","15","0","0","0","0","0","답십리로66길"
"201706","13646","CS300003","컴퓨터판매수리","2","0","0","0","0","0","답십리로66길"
"201706","13646","CS300002","편의점","76","4","0","0","0","0","답십리로66길"
"201706","13646","CS300001","슈퍼마켓","29","0","0","0","0","0","답십리로66길"
"201706","13646","CS200022","자동차미용","5","0","0","0","0","0","답십리로66길"
"201706","13646","CS200021","자동차수리","61","0","0","0","0","0","답십리로66길"
"201706","13646","CS200020","세탁소","38","2","0","0","0","0","답십리로66길"
"201706","13646","CS200019","여관업","26","0","0","0","0","0","답십리로66길"
"201706","13646","CS200018","피부관리실","15","0","0","0","0","0","답십리로66길"
"201706","13646","CS200017","네일숍","20","0","0","0","0","0","답십리로66길"
"201706","13646","CS200016","미용실","119","8","0","0","0","0","답십리로66길"
"201706","13646","CS200012","당구장","7","0","0","0","0","0","답십리로66길"
"201706","13646","CS200011","PC방","8","0","0","0","0","0","답십리로66길"
"201706","13646","CS200010","노래방","20","0","0","0","0","0","답십리로66길"
"201706","13646","CS200009","인테리어","34","0","0","0","0","0","답십리로66길"
"201706","13646","CS200008","부동산중개업","59","0","0","0","0","0","답십리로66길"
"201706","13646","CS200007","보육시설","20","0","0","0","0","0","답십리로66길"
"201706","13646","CS200006","일반의원","12","0","0","0","0","0","답십리로66길"
"201706","13646","CS200005","한의원","12","0","0","0","0","0","답십리로66길"
"201706","13646","CS200004","치과의원","13","0","0","0","0","0","답십리로66길"
"201706","13646","CS200003","예체능학원","35","0","0","0","0","0","답십리로66길"
"201706","13646","CS200002","외국어학원","16","0","0","0","0","0","답십리로66길"
"201706","13646","CS200001","입시보습학원","19","0","0","0","0","0","답십리로66길"
"201706","13646","CS100010","호프간이주점","81","4","0","0","0","0","답십리로66길"
"201706","13646","CS100009","커피음료","54","0","0","0","0","0","답십리로66길"
"201706","13646","CS100008","제과점","17","3","0","0","0","0","답십리로66길"
"201706","13646","CS100007","치킨집","36","2","0","0","0","0","답십리로66길"
"201706","13646","CS100006","패스트푸드점","22","1","0","0","0","0","답십리로66길"
"201706","13646","CS100005","분식집","87","3","0","0","0","0","답십리로66길"
"201706","13646","CS100004","양식집","16","0","0","0","0","0","답십리로66길"
"201706","13646","CS100003","일식집","85","1","0","0","0","0","답십리로66길"
"201706","13646","CS100002","중국집","13","0","0","0","0","0","답십리로66길"
"201706","13646","CS100001","한식음식점","453","23","0","0","0","0","답십리로66길"
"201706","13645","CS300011","화장품","16","0","0","0","0","0","장한로_D"
"201706","13645","CS300010","문구점","16","0","0","0","0","0","장한로_D"
"201706","13645","CS300009","약국","25","0","0","0","0","0","장한로_D"
"201706","13645","CS300008","패션잡화","50","0","0","0","0","0","장한로_D"
"201706","13645","CS300007","의류점","65","0","0","0","0","0","장한로_D"
"201706","13645","CS300006","과일채소","2","0","0","0","0","0","장한로_D"
"201706","13645","CS300005","정육점","12","0","0","0","0","0","장한로_D"
"201706","13645","CS300004","휴대폰","16","0","0","0","0","0","장한로_D"
"201706","13645","CS300003","컴퓨터판매수리","1","0","0","0","0","0","장한로_D"
"201706","13645","CS300002","편의점","69","2","0","0","0","0","장한로_D"
"201706","13645","CS300001","슈퍼마켓","28","0","0","0","0","0","장한로_D"
"201706","13645","CS200022","자동차미용","5","0","0","0","0","0","장한로_D"
"201706","13645","CS200021","자동차수리","51","0","0","0","0","0","장한로_D"
"201706","13645","CS200020","세탁소","39","1","0","0","0","0","장한로_D"
"201706","13645","CS200019","여관업","27","0","0","0","0","0","장한로_D"
"201706","13645","CS200018","피부관리실","15","0","0","0","0","0","장한로_D"
"201706","13645","CS200017","네일숍","20","0","0","0","0","0","장한로_D"
"201706","13645","CS200016","미용실","115","3","0","0","0","0","장한로_D"
"201706","13645","CS200012","당구장","8","0","0","0","0","0","장한로_D"
"201706","13645","CS200011","PC방","8","0","0","0","0","0","장한로_D"
"201706","13645","CS200010","노래방","21","0","0","0","0","0","장한로_D"
"201706","13645","CS200009","인테리어","36","0","0","0","0","0","장한로_D"
"201706","13645","CS200008","부동산중개업","55","0","0","0","0","0","장한로_D"
"201706","13645","CS200007","보육시설","19","0","0","0","0","0","장한로_D"
"201706","13645","CS200006","일반의원","13","0","0","0","0","0","장한로_D"
"201706","13645","CS200005","한의원","11","0","0","0","0","0","장한로_D"
"201706","13645","CS200004","치과의원","11","0","0","0","0","0","장한로_D"
"201706","13645","CS200003","예체능학원","40","0","0","0","0","0","장한로_D"
"201706","13645","CS200002","외국어학원","15","0","0","0","0","0","장한로_D"
"201706","13645","CS200001","입시보습학원","22","0","0","0","0","0","장한로_D"
"201706","13645","CS100010","호프간이주점","77","2","0","0","0","0","장한로_D"
"201706","13645","CS100009","커피음료","63","2","0","0","0","0","장한로_D"
"201706","13645","CS100008","제과점","17","0","0","0","0","0","장한로_D"
"201706","13645","CS100007","치킨집","37","1","0","0","0","0","장한로_D"
"201706","13645","CS100006","패스트푸드점","24","1","0","0","0","0","장한로_D"
"201706","13645","CS100005","분식집","84","5","0","0","0","0","장한로_D"
"201706","13645","CS100004","양식집","18","0","0","0","0","0","장한로_D"
"201706","13645","CS100003","일식집","83","4","0","0","0","0","장한로_D"
"201706","13645","CS100002","중국집","12","0","0","0","0","0","장한로_D"
"201706","13645","CS100001","한식음식점","441","29","0","0","0","0","장한로_D"
"201706","13644","CS300011","화장품","17","0","0","0","0","0","천호대로83길"
"201706","13644","CS300010","문구점","21","0","0","0","0","0","천호대로83길"
"201706","13644","CS300009","약국","19","0","0","0","0","0","천호대로83길"
"201706","13644","CS300008","패션잡화","55","0","0","0","0","0","천호대로83길"
"201706","13644","CS300007","의류점","75","0","0","0","0","0","천호대로83길"
"201706","13644","CS300006","과일채소","4","0","0","0","0","0","천호대로83길"
"201706","13644","CS300005","정육점","12","0","0","0","0","0","천호대로83길"
"201706","13644","CS300004","휴대폰","29","0","0","0","0","0","천호대로83길"
"201706","13644","CS300003","컴퓨터판매수리","2","0","0","0","0","0","천호대로83길"
"201706","13644","CS300002","편의점","92","2","0","0","0","0","천호대로83길"
"201706","13644","CS300001","슈퍼마켓","27","0","0","0","0","0","천호대로83길"
"201706","13644","CS200022","자동차미용","16","0","0","0","0","0","천호대로83길"
"201706","13644","CS200021","자동차수리","292","0","0","0","0","0","천호대로83길"
"201706","13644","CS200020","세탁소","37","2","0","0","0","0","천호대로83길"
"201706","13644","CS200019","여관업","20","4","25","1","0","0","천호대로83길"
"201706","13644","CS200018","피부관리실","15","0","0","0","0","0","천호대로83길"
"201706","13644","CS200017","네일숍","15","0","0","0","0","0","천호대로83길"
"201706","13644","CS200016","미용실","95","4","0","0","0","0","천호대로83길"
"201706","13644","CS200012","당구장","9","0","0","0","0","0","천호대로83길"
"201706","13644","CS200011","PC방","10","0","0","0","0","0","천호대로83길"
"201706","13644","CS200010","노래방","20","0","0","0","0","0","천호대로83길"
"201706","13644","CS200009","인테리어","49","0","0","0","0","0","천호대로83길"
"201706","13644","CS200008","부동산중개업","67","0","0","0","0","0","천호대로83길"
"201706","13644","CS200007","보육시설","13","0","0","0","0","0","천호대로83길"
"201706","13644","CS200006","일반의원","11","0","0","0","0","0","천호대로83길"
"201706","13644","CS200005","한의원","12","0","0","0","0","0","천호대로83길"
"201706","13644","CS200004","치과의원","15","0","0","0","0","0","천호대로83길"
"201706","13644","CS200003","예체능학원","40","0","0","0","0","0","천호대로83길"
"201706","13644","CS200002","외국어학원","8","0","0","0","0","0","천호대로83길"
"201706","13644","CS200001","입시보습학원","20","0","0","0","0","0","천호대로83길"
"201706","13644","CS100010","호프간이주점","56","2","0","0","0","0","천호대로83길"
"201706","13644","CS100009","커피음료","64","2","0","0","0","0","천호대로83길"
"201706","13644","CS100008","제과점","12","0","0","0","0","0","천호대로83길"
"201706","13644","CS100007","치킨집","33","0","0","0","0","0","천호대로83길"
"201706","13644","CS100006","패스트푸드점","26","1","0","0","0","0","천호대로83길"
"201706","13644","CS100005","분식집","88","5","0","0","0","0","천호대로83길"
"201706","13644","CS100004","양식집","11","0","0","0","0","0","천호대로83길"
"201706","13644","CS100003","일식집","77","4","0","0","0","0","천호대로83길"
"201706","13644","CS100002","중국집","15","0","0","0","0","0","천호대로83길"
"201706","13644","CS100001","한식음식점","483","33","0","0","0","0","천호대로83길"
"201706","13643","CS300011","화장품","8","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300010","문구점","8","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300009","약국","14","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300008","패션잡화","7","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300007","의류점","12","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300006","과일채소","1","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300005","정육점","1","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300004","휴대폰","6","0","0","0","0","0","위례성대로18길"
"201706","13643","CS300002","편의점","29","3","0","0","0","0","위례성대로18길"
"201706","13643","CS300001","슈퍼마켓","6","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200022","자동차미용","1","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200021","자동차수리","7","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200020","세탁소","26","1","0","0","0","0","위례성대로18길"
"201706","13643","CS200018","피부관리실","32","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200017","네일숍","7","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200016","미용실","89","4","25","1","0","0","위례성대로18길"
"201706","13643","CS200012","당구장","7","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200011","PC방","6","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200010","노래방","15","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200009","인테리어","22","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200008","부동산중개업","43","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200007","보육시설","8","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200006","일반의원","8","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200005","한의원","9","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200004","치과의원","19","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200003","예체능학원","43","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200002","외국어학원","24","0","0","0","0","0","위례성대로18길"
"201706","13643","CS200001","입시보습학원","98","0","0","0","0","0","위례성대로18길"
"201706","13643","CS100010","호프간이주점","23","1","0","0","0","0","위례성대로18길"
"201706","13643","CS100009","커피음료","70","4","0","0","0","0","위례성대로18길"
"201706","13643","CS100008","제과점","18","2","0","0","0","0","위례성대로18길"
"201706","13643","CS100007","치킨집","20","0","0","0","0","0","위례성대로18길"
"201706","13643","CS100006","패스트푸드점","16","3","0","0","0","0","위례성대로18길"
"201706","13643","CS100005","분식집","42","4","0","0","0","0","위례성대로18길"
"201706","13643","CS100004","양식집","23","2","0","0","0","0","위례성대로18길"
"201706","13643","CS100003","일식집","40","3","0","0","0","0","위례성대로18길"
"201706","13643","CS100002","중국집","14","2","0","0","0","0","위례성대로18길"
"201706","13643","CS100001","한식음식점","228","45","0","0","0","0","위례성대로18길"
"201706","13642","CS300011","화장품","6","0","0","0","0","0","양재대로71길"
"201706","13642","CS300010","문구점","8","0","0","0","0","0","양재대로71길"
"201706","13642","CS300009","약국","12","0","0","0","0","0","양재대로71길"
"201706","13642","CS300008","패션잡화","9","0","0","0","0","0","양재대로71길"
"201706","13642","CS300007","의류점","8","0","0","0","0","0","양재대로71길"
"201706","13642","CS300005","정육점","1","0","0","0","0","0","양재대로71길"
"201706","13642","CS300004","휴대폰","5","0","0","0","0","0","양재대로71길"
"201706","13642","CS300002","편의점","28","3","0","0","0","0","양재대로71길"
"201706","13642","CS300001","슈퍼마켓","5","0","0","0","0","0","양재대로71길"
"201706","13642","CS200022","자동차미용","1","0","0","0","0","0","양재대로71길"
"201706","13642","CS200021","자동차수리","6","0","0","0","0","0","양재대로71길"
"201706","13642","CS200020","세탁소","22","1","0","0","0","0","양재대로71길"
"201706","13642","CS200018","피부관리실","25","0","0","0","0","0","양재대로71길"
"201706","13642","CS200017","네일숍","5","0","0","0","0","0","양재대로71길"
"201706","13642","CS200016","미용실","68","2","0","0","0","0","양재대로71길"
"201706","13642","CS200012","당구장","6","0","0","0","0","0","양재대로71길"
"201706","13642","CS200011","PC방","6","0","0","0","0","0","양재대로71길"
"201706","13642","CS200010","노래방","13","0","0","0","0","0","양재대로71길"
"201706","13642","CS200009","인테리어","18","0","0","0","0","0","양재대로71길"
