"기준_년월_코드","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"201707","13182","백제고분로34길","10","","2","","","2","","","","","","","","","","","","","","2"
"201707","12524","용마산로_G","6","","","","","","1","","","","","","","","","","","","","3"
"201707","13601","통일로_M","22","1","1","","2","2","","","","","","","","","2","","","","","3"
"201707","12273","망우로32길","10","","","","","2","1","","","","","","","","","","","","",""
"201707","13255","양재대로55길","16","","1","","","2","","","","","","","1","","","","","","","4"
"201707","12144","중랑역로_D","11","1","","","","2","","","","","","","","","1","","","","","4"
"201707","13617","능동로13길","4","","","","","1","","","","","","","","","1","","","","",""
"201707","12384","왕십리로_A","13","","1","","","1","","","","","","","","","1","","","","","2"
"201707","12470","화곡로_A","6","","","","","1","","","","","","","1","","","","","","",""
"201707","12086","동일로192길","12","1","","","","","1","","","","","","","","","","","","","4"
"201707","12659","마포대로14길","14","4","1","","","1","","","","","","","","","1","","","","","3"
"201707","11947","당산로44길","10","","","","","1","","","","","","","1","","","","","","","1"
"201707","12404","아리수로93길","27","3","1","","","4","","","","","","","","","","","","","","4"
"201707","12800","가로공원로76길_A","11","","1","","","2","","","","","","","","","1","","","","","3"
"201707","12444","전농로_B","8","","","","","","","","","","","","","","2","","","","","2"
"201707","13046","고척로40길","5","1","","","","1","","","","","","","","","","","","","",""
"201707","12521","공항대로41길_A","12","","1","","","1","","","","","","","1","","","","","","","2"
"201707","12264","이문로","5","","","","","1","","","","","","","","","1","","","","","1"
"201707","13419","독산로85길","9","","","","","2","","","","","","","","","","","","","",""
"201707","12506","다산로_E","1","","","","","","","","","","","","","","","","","","",""
"201707","13152","삼성로64길","4","","","","","1","","","","","","","","1","","","","","","2"
"201707","12609","구천면로41길","20","","","","","6","","","","","","","","","","","","","","2"
"201707","13360","남부순환로_F","15","","","","","4","1","","","","","","","","","","","","","2"
"201707","13261","구로동로_C","10","","","","","2","","","","","","","","","3","","","","","1"
"201707","12864","성안로_D","4","","","","","1","","","","","","","","","","","","","","2"
"201707","13176","공원로","16","2","1","","","2","","","","","","","","","","","","","","8"
"201707","13379","방배천로16길","2","","","","","","","","","","","","1","","1","","","","",""
"201707","12268","아리랑로_B","5","","","","","","","","","","","","","","1","","","","","2"
"201707","13146","여의대방로22길","6","2","","","","","","","","","","","","","","","","","","3"
"201707","12211","증산로15길","9","","","","","2","","","","","","","","","","","","","","3"
"201707","12110","보국문로_A","12","","1","","","2","","","","","","","","","","","","","","4"
"201707","12539","다산로_F","7","","","","","1","","","","","","","","","","","","","","1"
"201707","13638","백제고분로48길","17","1","1","","","1","","","","","","","","","","","","","","3"
"201707","12332","금낭화로_C","13","","1","","","2","","","","","","","","","","","","","","4"
"201707","13058","상도로_B","6","","","","1","2","","","","","","","","","","","","","","1"
"201707","12583","자양로43길","27","","1","","","5","","","","","","","1","","","","","","","5"
"201707","13186","개봉로17길","18","","1","","","3","","","","","","","1","","1","","","","","5"
"201707","12063","갈현로_A","10","","","","","2","","","","","","","","","","","","","","4"
"201707","12694","양평로_B","3","","","","","1","1","","","","","","","","","","","","",""
"201707","13385","강남대로30길","2","","","","","1","","","","","","","","","","","","","",""
"201707","13187","동남로18길_A","7","","","","","","1","","","","","","1","","","","","","","1"
"201707","13045","백제고분로33길","7","","","","1","2","","","","","","","","","1","","","","","2"
"201707","11984","도봉로145길","12","","","","","1","","","","","","","","","","","","","","1"
"201707","12735","양재대로124길","1","","","","","1","","","","","","","","","","","","","",""
"201707","13170","신반포로_C","1","","","","","","","","","","","","","","","","","","",""
"201707","12734","한림말3길","6","","1","","","","","","","","","","","","","","","","1","3"
"201707","13067","상도로15길","4","","","","","1","","","","","","","","","1","","","","","2"
"201707","12677","화곡로_F","16","","","","","","","","","","","","","","13","","","","","2"
"201707","13163","서초중앙로29길","3","1","","","","","","","","","","","","","","","","","",""
"201707","12853","양재대로89길","2","","","","","1","","","","","","","","","","","","","",""
"201707","12188","은평로_C","2","","","","","","1","","","","","","","","","","","","",""
"201707","12588","동호로_A","7","1","","","","1","","","","","","","","","","","","","","1"
"201707","13497","시흥대로50길","6","","","","","1","","","","","","","","","","","","","","4"
"201707","13291","오류로8길_C","8","","","","","2","1","","","","","","","","","","","","","2"
"201707","13140","대림로_B","2","","","","","1","","","","","","","","","","","","","","1"
"201707","13387","디지털로_B","2","","","","","","","","","","","","","","1","","","","","1"
"201707","12026","삼양로144길","2","","","","","","","","","","","","","","","","","","","2"
"201707","12143","화랑로_C","1","","","","","","","","","","","","","","","","","","","1"
"201707","12747","등촌로_D","2","","","","","","","","","","","","","","","","","","","1"
"201707","12991","선릉로132길","3","","","","","","","","","","","","","","","","","","","2"
"201707","12548","까치산로_A","1","","","","","","","","","","","","","","","","","","","1"
"201707","12255","동소문로_G","7","","","","","2","","","","","","","","","","","","","",""
"201707","12558","고덕로10길","8","","","","","1","","","","","","","","","2","","","","",""
"201707","12704","천중로52길","4","","","","","1","","","","","","","","","","","","","","1"
"201707","12901","신월로_A","15","","1","","","4","","","","","","","","","","","","","","4"
"201707","12908","신월로_B","11","","1","","","2","","","","","","","","","","","","","","2"
"201707","12856","신정중앙로_A","13","","","","","2","","","","","","","","","","","","","",""
"201707","13615","응암로13길_B","8","","1","","","1","","","","","","","","","","","","","","1"
"201707","12441","마장로31길","8","1","1","","","2","","","","","","","","1","","","","","","1"
"201707","13589","백제고분로_K","2","","","","","1","","","","","","","","","","","","","",""
"201707","13510","신촌로_E","13","","1","","","1","","","","","","","","","","","","","","5"
"201707","12639","구천면로100길","2","","","","","","","","","","","","","","","","","","",""
"201707","12062","연서로29길","3","","","","","1","","","","","","","","","","","","","","1"
"201707","12051","동일로203가길","17","","1","","","3","","","","","","","","","","","","","","3"
"201707","11957","도봉로181길_A","1","","","","","1","","","","","","","","","","","","","",""
"201707","12169","용마산로115길_B","3","","","","","","1","","","","","","","","1","","","","",""
"201707","12834","양재대로96길","2","","","","","","1","","","","","","","","","","","","",""
"201707","13025","봉은사로68길","1","","","","","","","","","","","","","","1","","","","",""
"201707","12964","영중로_C","1","","","","","","","","","","","","","","","","","","","1"
"201707","12962","버드나루로_B","2","","","","","","","","","","","","","","","","","","","2"
"201707","12743","천호대로170길_A","3","","","","","","","","","","","","","","","","","","","3"
"201707","13391","새말로17길","1","","","","","","","","","","","","","","","","","","","1"
"201707","11981","방학로10길","1","","","","","","","","","","","","","","","","","","","1"
"201707","13188","오금로_A","5","","","","","2","","","","","","","","","","","","","","1"
"201707","13532","마천로51길","2","","","","","1","","","","","","","","","","","","","",""
"201707","12203","망우로_F","13","2","","","","2","","","","","","","","","1","","","","","2"
"201707","13039","논현로_B","23","1","1","","2","3","","","","","","","","","3","","","","","3"
"201707","12076","동일로_N","17","","1","","","3","","","","","","","","","","","","","1","4"
"201707","12828","화곡로4길","13","1","1","","1","2","","","","","","","","1","1","","","","","3"
"201707","13225","역삼로_E","3","1","","","","","","","","","","","","","","","","","",""
"201707","12866","당산로36길","13","1","","","","2","","","","","","","","","","","","","","4"
"201707","12510","장한로2길","2","","","","","","","","","","","","","","1","","","","",""
"201707","13512","조원로_B","4","","","","","","","","","","","","","","","","","","","2"
"201707","12381","천호대로_A","5","","","","","2","","","","","","","","","","","","","1",""
"201707","12425","용마산로_D","3","","","","","","","","","","","","","","","","","","","3"
"201707","13070","경인로35길","2","","1","","","","","","","","","","","","","","","","",""
"201707","12485","용마산로_F","1","","","","","","","","","","","","","","1","","","","",""
"201707","13355","바우뫼로37길","5","","","","1","2","","","","","","","","","","","","","","2"
"201707","13120","동남로_A","2","","","","","1","","","","","","","","","","","","","",""
"201707","12543","다산로29길","3","1","","","","","","","","","","","","","","","","","2",""
"201707","12097","연서로_B","1","","","","","","","","","","","","","","","","","","","1"
"201707","12478","신촌로4길","20","1","1","","","1","","","","","","","","","5","","1","","3","2"
"201707","13520","덕릉로_F","9","1","","","","3","","","","","","","","","","","","","",""
"201707","12924","지양로_A","11","2","","","","3","","","","","","","","","","","","","","2"
"201707","12635","서울숲4길","3","","","","","1","","","","","","","1","","","","","","","1"
"201707","13647","답십리로_C","12","1","","","1","3","","","","","","","","","","","","","","2"
"201707","12048","도봉로_O","7","","1","","1","1","","","","","","","","","1","","","","","3"
"201707","13259","언주로30길_B","19","1","9","","","1","","","","","","","","","","","","","",""
"201707","13507","길음로_B","16","","1","","","2","","","","","","","","","4","","","","","2"
"201707","12871","곰달래로_D","22","","","","","2","","","","","","","","","","","","","","12"
"201707","13514","영동대로112길","14","1","5","","","2","","","","","","","1","","","","","","","2"
"201707","12995","삼성로_D","16","","2","","","2","","","","","","","","","","","","","","1"
"201707","12926","영등포로_C","10","3","","","1","1","","","","","","","","","1","","","","","1"
"201707","13209","마천로_B","16","1","","","","4","","","","","","","","","","","","","",""
"201707","13294","동남로18길_B","5","","","","","1","","","","","","","","","","","","","","1"
"201707","13540","논현로5길","2","","1","","","","","","","","","","","","","","","","",""
"201707","12342","답십리로_A","5","","","","1","1","","","","","","","","","1","","","","","2"
"201707","12700","","6","","2","","","1","","","","","","","","","","","","","","2"
"201707","13012","백제고분로46길_A","5","","","","","2","","","","","","","","","","","","","","1"
"201707","13133","상도로37길","10","1","","","","2","","","","","","","","","","","","","","2"
"201707","13553","도곡로_F","3","","","","","","","","","","","","","","1","","","","","1"
"201707","12742","월정로_A","15","","","","","2","1","","","","","","","","2","","","","","2"
"201707","12624","아차산로_A","20","1","3","","","2","","","","","","","","","1","","","","1","4"
"201707","12695","양평로_C","16","2","1","","","1","","","","","","","","","8","","","","","1"
"201707","13153","오금로36길_B","8","","","","","3","1","","","","","","1","","","","","","","1"
"201707","12705","올림픽로_I","23","","1","","","2","","","","","","","","","","","","","","2"
"201707","13554","휘경로3길","9","","","","","1","","","","","","","","","1","","","","1","1"
"201707","12762","이태원로_B","11","","","","","","","","","","","","","2","6","","","","","3"
"201707","12241","안암로_B","5","","","","","","","","","","","","","","3","","","","","2"
"201707","12336","종로51길","9","","","","","2","","","","","","","","1","3","","","","",""
"201707","12231","응암로_A","13","","","","","2","","","","","","","","","2","","","","","1"
"201707","13609","돌곶이로","9","","","","","1","1","","","","","","","","1","","","","","1"
"201707","12911","중앙로_B","15","1","1","","","3","","","","","","","","","","","","","",""
"201707","13411","반포대로_D","8","1","2","","","","","","","","","","","","1","","","","","4"
"201707","12358","월드컵북로44길_A","22","","1","","","","","","","","","","","","2","","","","1","14"
"201707","12580","후암로_C","13","","","","","1","","","","","","","","","10","","","","",""
"201707","13301","구로동로22길","13","","1","","","1","","","","","","","","","3","","","","",""
"201707","13079","서달로10길","7","","","","","3","","","","","","","","","1","","","","","1"
"201707","12088","도봉로_R","6","","","","","1","","","","","","","","","1","","","","",""
"201707","12030","도봉로67길_A","10","","","","","3","","","","","","","1","","2","","","","",""
"201707","13223","경인로_D","8","","","","","1","","","","","","","","","1","","","","","3"
"201707","11995","도당로13길_B","5","","","","","2","","","","","","","","","1","","","","",""
"201707","12827","가로공원로76길_B","18","","","","","5","","","","","","","","","1","","","","","2"
"201707","13284","신대방길","15","","1","","","3","","","","","1","","","","","","","","",""
"201707","13321","논현로28길","7","1","1","","","1","","","","","","","","","","","","","","3"
"201707","12674","마포대로8길","4","","","","","1","","","","","","","","","","","","","",""
"201707","12440","수색로_B","22","1","1","","1","5","","","","","","","","","3","","","","","2"
"201707","12230","동소문로6길","13","","3","","","3","","","","","","","","","","","","","","1"
"201707","13611","방배로_F","14","1","2","","","1","","","","","","","","","","","","","","4"
"201707","12755","천호대로_K","17","","","","","2","","","","","","","","","","","","","","4"
"201707","12154","보국문로11길","14","","","","","4","","","","","","","","","1","","","","","5"
"201707","12479","숭문길","14","","","","","3","","","","","","","","","1","","","","","2"
"201707","12343","창신길","2","","","","","","","","","","","","","","","","","","",""
"201707","13273","동광로_A","19","","2","","","4","","","","","","","","","3","","","","","3"
"201707","12054","한천로140길","17","","1","","","2","1","","","","","","","1","8","","","","",""
"201707","12185","망우로_E","7","","","","","","","","","","","","","","2","","","","","2"
"201707","12166","망우로_A","25","","2","","","4","","","","","","","","","2","","","","","3"
"201707","13380","시흥대로_E","6","","","","","1","","","","","","","","","2","","","","",""
"201707","12582","금호산길","11","2","1","","","1","","","","","","","","","1","","","","","2"
"201707","13465","대학길","4","","","","","1","","","","","","","","","","","","","","2"
"201707","13537","오목로_G","5","","","","","1","1","","","","","","1","","","","","","","1"
"201707","12234","동소문로_E","6","","","","","1","","","","","","","","","","","","","","2"
"201707","13610","다산로_G","12","","1","","","1","1","","","","","","","","","","","","","1"
"201707","12074","솔샘로67길","11","","2","","","2","","","","","","","1","","2","","","","",""
"201707","12292","자하문로9길","5","","","","","1","","","","","","","","","1","","","","","3"
"201707","13100","백제고분로_H","4","","","","","1","","","","","","","","","1","","","","",""
"201707","13624","곰달래로13길_C","1","","","","","","","","","","","","","","","","","","",""
"201707","12118","통일로_C","13","","","","","1","","","","","","","","","2","","","","","1"
"201707","13175","중앙로6길","8","","1","1","","2","","1","","","","","","","","","","","","2"
"201707","12763","곰달래로13길_B","2","","","","","2","","","","","","","","","","","","","",""
"201707","12147","정릉로_A","8","","","","","2","","","","","","","","","","","","","","3"
"201707","12053","덕릉로57길","1","","","","","","","","","","","","","","","","","","",""
"201707","12443","연희맛로_B","7","","1","","","1","","","","","","","1","","","","","","","4"
"201707","12146","신내로14길","13","","","","","2","","","","","","","1","","","","","","","1"
"201707","12779","녹사평대로26길","10","","","","","1","","","","","","","","","6","","","","","3"
"201707","12276","봉우재로33길_B","32","","","","","1","","","","","","","","","31","","","","",""
"201707","12084","동일로197길","23","","1","","1","5","","","","","","","1","","","","","","","2"
"201707","12387","다산로_B","12","2","","","","3","","","","","","","","","1","","","","",""
"201707","12529","연희로_D","9","","","","","","","","","","","","","","9","","","","",""
"201707","13072","경인로47길_B","3","","","","","","","","","","","","","","1","","","","","2"
"201707","12606","왕십리로_E","11","","1","","","3","","","","","","","","","2","","","","","1"
"201707","13154","백제고분로32길","10","1","","","","1","1","","","","","","","","","","","","","2"
"201707","13619","방학로_B","8","","","","1","1","","","","","","","","","","","","","","4"
"201707","13432","동작대로7길","8","","","","","","","","","","","","","","3","","","","","1"
"201707","13437","남부순환로_Q","10","1","1","","","1","","","","","","","1","1","","","","","",""
"201707","12900","이촌로75길","8","1","","","","1","","","","","","","","1","","","","","","1"
"201707","13177","가마산로_A","11","","2","","","1","","","","","","","","","","","","","","4"
"201707","11972","도봉로_B","4","","","","","","","","","","","","","","","","","","","2"
"201707","13317","도림로_F","13","","","","","2","","","","","","","","","4","","","","1","3"
"201707","12301","응암로_C","2","","1","","","","","","","","","","","","","","","","","1"
"201707","13050","백제고분로_E","10","","1","","","2","","","","","","","","","","","","","","2"
"201707","13276","당곡길","2","","","","","","","","","","","","","","","","","","",""
"201707","12678","등촌로_B","1","","","","","","1","","","","","","","","","","","","",""
"201707","13414","우마길","3","","","","","2","","","","","","","","","1","","","","",""
"201707","13353","개봉로11길","1","","","","","","","","","","","","","","","","","","",""
"201707","13461","강남대로8길","3","","","","","","","","","","","","1","","","","","","",""
"201707","12572","양화로_A","8","","","","","1","","","","","","","","","2","","","","1","2"
"201707","13506","화곡로_L","3","1","","","","","","","","","","","","","","","","","","1"
"201707","12758","강서로16길","3","1","","","","1","","","","","","","","","","","","","",""
"201707","12761","등촌로_F","3","","","","","","","","","","","","","","","","","","",""
"201707","12130","중랑역로_B","6","","1","","","1","","","","","","","","","","","","","","3"
"201707","12436","청계천로12가길","10","","1","","","","","","","","","","","","1","","","","","3"
"201707","12938","영등포로_D","4","","","","","1","","","","","","","","","2","","","","","1"
"201707","13587","논현로_E","7","","","","","1","","","","","","","","","","","","","","2"
"201707","13256","동남로_C","11","","","","","2","","","","","","","","","","","","","",""
"201707","12831","양재대로_F","6","","1","","","","","","","","","","","","","","","","","2"
"201707","12511","화곡로63길","5","","","","","1","","","","","","","1","","","","","","","1"
"201707","12717","연무장1길","4","","","","","1","","","","","","","","","","","","","","2"
"201707","12094","월계로7길","3","","","","","1","","","","","","","","","","","","","",""
"201707","13303","남부순환로333길","2","","","","","1","","","","","","","","","","","","","",""
"201707","13377","조원중앙로2길","1","","","","","1","","","","","","","","","","","","","",""
"201707","13081","석촌호수로_C","6","","","","","4","","","","","","","","","1","","","","","1"
"201707","13216","대림로_D","10","","1","","","2","","","","","","","","","","","","","","3"
"201707","12114","연서로26길","3","","","","","","","","","","","","","","2","","","","",""
"201707","12379","대학로","5","1","","","","2","","","","","","","","","","","","","","2"
"201707","12686","성덕정길_A","5","","","","","1","","","","","","","","","1","","","","","2"
"201707","13428","가산로3길","5","","","","","","","","","","","","","","1","","","","","4"
"201707","13237","방배중앙로25길","3","","","","","2","","","","","","","","","","","","","",""
"201707","12418","무학로6길","4","","","","","","1","","","","","","","1","1","","","","",""
"201707","12459","고산길","5","","","","","1","","","","","","","","","1","","","","","1"
"201707","12993","올림픽로35길_B","2","","","","","","","","","","","","","","1","","","","",""
"201707","13354","방배로27길","1","","","","","","","","","","","","1","","","","","","",""
"201707","12665","아차산로78길","4","","","","","","","","","","","","","","","","","","","4"
"201707","12672","백범로_D","4","","1","","","","","","","","","","","","","","","","","3"
"201707","12684","동남로65길","7","","","","","1","1","","","","","","","","","","","","","4"
"201707","12405","퇴계로88길","3","","","","","1","","","","","","","","","","","","","",""
"201707","13328","개봉로3길_A","1","","","","","","","","","","","","","","","","","","","1"
"201707","12372","매봉산로2길","1","","","","","1","","","","","","","","","","","","","",""
"201707","12288","안암로_C","1","","","","","","","","","","","","","","","","","","","1"
"201707","12939","양재대로81길","2","","","","","","","","","","","","","","","","","","","1"
"201707","13375","조원로2길","1","","","","","","","","","","","","","","","","","","","1"
"201707","13004","흑석로_A","1","","","","","","","","","","","","","","","","","","",""
"201707","13099","석촌호수로_F","6","","","","","1","","","","","","","1","","","","","","",""
"201707","12812","새창로14길","7","","","","","1","","","","","","","","","","","","","","4"
"201707","13644","천호대로83길","12","","","","","2","","","","","","","","","4","","","","","2"
"201707","13363","디지털로_A","10","1","1","","","","","","","","","","","","6","","","","","1"
"201707","13048","역삼로_A","6","1","2","","","","","","","","","","","","","","","","","2"
"201707","13515","효령로_C","14","1","1","","","3","","","","","","","","","","","","","","2"
"201707","13157","성대로1길","19","","1","","","3","","","","","","","1","","2","","","","","1"
"201707","12825","남부순환로40길","10","1","","","","2","","","","","","","","","","","","","","1"
"201707","12159","불광로_B","7","","","","","1","","","","","","","","","1","","","","","2"
"201707","13095","백제고분로41길_B","7","","1","","2","1","1","","","","","","","","","","","","","1"
"201707","13384","남부순환로_K","13","","1","","1","3","","","","","","","","","","","","","","2"
"201707","12656","독서당로_C","24","","","","","4","1","","","","","","","","6","","","","","3"
"201707","12449","방화동로_G","16","1","","","","1","","","","","","","","","3","","","","1","1"
"201707","13427","법원단지길","18","","","","","3","1","","","","","","","","","","","","","3"
"201707","13227","구일로10길","16","","1","","","2","","","1","1","","","1","","","","","","","5"
"201707","12801","이태원로_D","4","","1","","","","","","","","","","","","","","","","","1"
"201707","13270","일원로","17","","1","","","4","","","","","","","","","","","","","","3"
"201707","12902","중앙로32길_B","8","","1","","","1","","","","","","","","","","","","","","1"
"201707","13074","상도로_D","7","","","","","1","","","","","","","1","","","","","","","3"
"201707","12809","천호대로187길","26","","","","1","8","1","","","","","","","","","","","","","2"
"201707","12210","용마산로_A","13","","","","","4","","","","","","","","","1","","","","","1"
"201707","13139","여의대방로24길","14","","","","","3","1","","","","","","","","1","","","","1","2"
"201707","12357","숭인동길","16","","1","","","3","","","","","","","","","7","","","","","1"
"201707","12457","통일로_L","14","","","","","1","","","","","","","","","3","","","","",""
"201707","12768","곰달래로5길","13","2","","","","5","","","","","","","","","","","","","","1"
"201707","13155","사평대로","12","1","1","","","1","","","","","","","","","","","","","","3"
"201707","13376","사당로30길","10","1","1","","1","1","","","","","","","","","1","","","","","3"
"201707","12465","용마산로_E","21","","1","","","4","","","","","","","","","1","","","","","3"
"201707","13462","강남대로10길","2","","","","","","","","","","","","","","","","","","","1"
"201707","12766","강서로18길","13","","","","","3","","","","","","","","","","","","","","2"
"201707","12215","통일로_E","48","3","1","","","6","","","","","","","1","","","","","","","4"
"201707","13389","신원로3길","5","","","","","2","","","","","","","","","","","","","",""
"201707","12879","독서당로_E","10","1","","","","4","","","","","","","","","2","","","","","2"
"201707","12370","고산자로31길","5","","","","1","1","","","","","","","","","3","","","","",""
"201707","12306","홍릉로5길","13","","","","","","","","","","","","","","7","","","","","1"
"201707","12390","다산로36길","13","","1","","","2","","","","","","","1","","2","","","","","1"
"201707","12805","성덕정길_C","13","","","","","3","","","","","","","","","3","","","","","2"
"201707","12501","면목로_N","8","1","1","","","2","","","","","","","","","1","","","","","2"
"201707","13634","신원로3가길","4","1","","","","2","","","","","","","","","","","","","",""
"201707","12275","봉우재로43길","3","","","","","","1","","","","","","","","","","","","",""
"201707","13009","장승배기로_B","11","","1","","1","3","","","","","","","","","2","","","","","1"
"201707","13404","사당로16가길_B","7","","","","","1","","","","","","","","","","","","","","1"
"201707","12802","새창로_A","18","","1","","","3","1","","","","","","","","5","","","","","2"
"201707","12903","영등포로_A","7","","","","","1","","","","","","","","","4","","","","","1"
"201707","13174","백제고분로40길","5","","","","","1","1","","","","","","","","","","","","","2"
"201707","12516","양화로23길","16","","","","","2","","","","","","","","","9","","","","",""
"201707","13056","상도로_A","5","","","","","","","","","","","","","","","","","","","2"
"201707","12363","사가정로_D","5","1","","","","","","","","","","","","","","","","","","2"
"201707","12025","노해로63길","9","","","","","1","","","","","","","","","","","","","",""
"201707","13134","상도로_K","6","","","","","1","","","","","","","","","","","","","",""
"201707","12401","퇴계로86길","5","","1","","","1","","","","","","","","","","","","","",""
"201707","12491","공항대로_D","6","","","","","2","","","","","","","","","","","","","","2"
"201707","12817","뚝섬로23길","7","","","","","","1","","","","","","","","3","","","","","1"
"201707","12181","중랑역로_F","10","","","","","2","1","","","","","","1","","","","","","","1"
"201707","13314","관악로_A","4","","","","","2","","","","","","","","","","","","","",""
"201707","12823","동일로18길","3","","","","","","","","","","","","","","","","","","",""
"201707","12702","목동중앙남로11길","9","","","","","1","","","","","","","","","","","","","","1"
"201707","12218","동소문로_D","18","1","1","","","3","","","","","","","","","1","","","","1","1"
"201707","13578","아차산로_H","16","","2","","","3","","","","","","","","","1","","","","","1"
"201707","12692","구의로","2","","","","","","","","","","","","","","","","","","",""
"201707","13307","사당로_B","21","","1","","","2","","","","","","","1","","1","","","","1","3"
"201707","12518","퇴계로20길","20","","","","","","","","","","","","","","20","","","","",""
"201707","12881","월정로_C","43","","","","","1","","","","","","","","","39","","","","","2"
"201707","12399","퇴계로87길_A","7","","1","","","3","","","","","","","","","1","","","","",""
"201707","12893","목동동로10길","9","1","","","","","","","","","","","","","","","","","","7"
"201707","12600","양재대로128길","1","1","","","","","","","","","","","","","","","","","",""
"201707","11975","한글비석로_B","8","1","1","","","2","","","","","","","","","1","","","","","2"
"201707","12719","도화길","7","","","","","3","","","","","","","","","","","","","","1"
"201707","12778","자양로_A","14","","","1","","4","","","","","","","","","1","","","","",""
"201707","12951","신목로_B","22","","","","","4","","","","","","","","","1","","","","","2"
"201707","13003","언주로108길","4","","1","","","1","","","","","","","","","","","","","","1"
"201707","12551","강서로_D","21","","1","","","2","","","","","","","","","","","","","1","1"
"201707","12168","중랑역로_E","4","","1","","","","","","","","","","","","1","","","","","1"
"201707","13499","금하로25길","15","","","","","4","","","","","","","","","","","","","","3"
"201707","13275","시흥대로_C","13","","","","","4","","","","","","","","","1","","","","","2"
"201707","13424","시흥대로148길","4","","","","","2","","","","","","","","","","","","","","1"
"201707","13101","백제고분로46길_B","9","","2","","","1","1","","","","","","","","","","","","","1"
"201707","13192","오금로46길_A","4","","","","","1","1","","","","","","","","","","","","",""
"201707","13204","중대로12길","6","","","","2","1","","","","","","","","","","","","","","2"
"201707","13217","서초중앙로24길","10","","1","","","1","1","","","","","","","","1","","","","","2"
"201707","13251","대림로_E","19","1","","","","3","","","","","","","","","6","","","","","4"
"201707","12544","왕십리로21길","3","","","","","1","","","","","","","","","1","","","","",""
"201707","13035","만양로","10","","","","","3","","","","","","","1","","1","","","","","1"
"201707","11982","도당로_A","6","","","","","2","","","","","","","","","","","","","","1"
"201707","13382","논현로26길","8","1","","","","","","","","","","","1","","","","","","","5"
"201707","13123","여의대방로_C","8","","","","","2","","","","","","","","","","","","","","3"
"201707","12937","지양로_C","8","","","","","2","","","","","","","","","","","","","",""
"201707","12764","이태원로19길","10","","","","","","","","","","","","","1","9","","","","",""
"201707","12784","원효로_B","5","1","","","","1","","","","","","","","","1","","","","","2"
"201707","12917","중앙로32길_C","5","","","","","1","","","","","","","","","","","","","","1"
"201707","12385","다산로_A","9","","","","","1","","","","","","","","","4","","","","","1"
"201707","13052","새말로_A","1","","","","","","","","","","","","","","1","","","","",""
"201707","13339","동남로4길_B","1","1","","","","","","","","","","","","","","","","","",""
"201707","12718","아차산로11길","2","","1","","","","","","","","","","","","","","","","","1"
"201707","13109","백제고분로_I","3","","","","","","","","","","","","","","","","","","","1"
"201707","12500","다산로_D","1","","","","","","","","","","","","","","","","","","",""
"201707","12029","도봉로71길","4","","","","","1","1","","","","","","","","","","","","",""
"201707","12685","천호대로_I","10","","","","","2","","","","","","","","","","","","","",""
"201707","13480","가산로_B","6","","","","","","","","","","","","","","1","","","","","5"
"201707","12545","등촌로_A","6","","","","1","2","","","","","","","","","","","","","","1"
"201707","13598","역삼로_F","4","","1","","","1","","","","","","","","","","","","","","1"
"201707","13608","양재천로19길","1","1","","","","","","","","","","","","","","","","","",""
"201707","12233","가좌로","5","","","","","1","","","","","","","","","1","","","","","3"
"201707","12603","청파로_C","1","","","","","","","","","","","","","","1","","","","",""
"201707","13466","논현로11길","6","","1","","","","","","","","","","","","","","","","","4"
"201707","13469","신림로11길","2","1","","","","","","","","","","","","","","","","","","1"
"201707","12645","강서로45길_A","2","","","","","1","","","","","","","","","","","","","",""
"201707","12941","성안로_E","2","","","","","","","","","","","","","","","","","","","1"
"201707","12955","언주로159길","6","","","","1","","","","","","","","","","","","","","",""
"201707","13184","송이로17길","2","","","","","","","","","","","","","","","","","","","2"
"201707","13228","동작대로","1","","","","","","","","","","","","","","","","","","","1"
"201707","13541","긴고랑로11길","1","","","","","","","","","","","","1","","","","","","",""
"201707","13171","삼성로_F","1","","","","","","","","","","","","","","","","","","","1"
"201707","13439","신림로_A","10","","1","","","1","","","","","","","","","","","","","","3"
"201707","12751","자양로13길","30","1","","","","5","","","","","","","","","1","","","","","5"
"201707","13336","방배로_D","17","1","1","","1","1","","","","","","","","","1","","","","","5"
"201707","12877","진황도로","7","","","","","1","","","","","","","","","2","","","","","1"
"201707","13130","도곡로_A","6","","1","","","","","","","","","","","","","","","","",""
"201707","13635","곰달래로_E","63","1","3","","","13","2","","","","","","1","","2","","","","","7"
"201707","12798","성덕정길_B","7","","","","","1","1","","","","","","","","2","","","","","2"
"201707","12085","도봉로_Q","22","","1","","","5","","","","","","","","","3","","","","2","4"
"201707","12936","목동동로12길_B","7","1","","","","1","","","","","","","","","","","","","","1"
"201707","12874","강서로_K","16","","","","","1","","","","","","","","","8","","","","","1"
"201707","13463","시흥대로_H","6","","","","","2","","","","","","","","","","","","","",""
"201707","12826","성안로_A","11","","","","","3","","","","","","","","","3","","","","","1"
"201707","12592","상일로_B","19","","2","","","2","1","1","","","","","","","","","","","","9"
"201707","12157","도봉로_S","6","","","","1","2","","","","","","","","","","","","","","2"
