"기준_년월_코드","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"201504","12846","성내로6길","4","","1","","","","","","","","","","","","","","","","",""
"201504","12847","토성로","7","","","","","3","","","","","","","","","","","","","",""
"201504","12853","양재대로89길","2","","","","","1","","","","","","","","","","","","","",""
"201504","12854","올림픽로45길","18","","1","","","8","1","","","","","","","","","","","","","3"
"201504","12856","신정중앙로_A","12","","","","","2","","","","","","","","","","","","","",""
"201504","12858","신정중앙로_B","1","","1","","","","","","","","","","","","","","","","",""
"201504","12859","한강대로15길","12","","1","","","3","","","","","","","","1","","","","","","3"
"201504","12864","성안로_D","4","","","","","1","","","","","","","","","","","","","","2"
"201504","12866","당산로36길","12","","","","","2","","","","","","","","","","","","","","5"
"201504","12868","압구정로29길_A","7","","1","","","2","","","","","","","","","","","","","",""
"201504","12870","성내로_B","7","","1","","","1","","","","","","","","","","","","","","2"
"201504","12871","곰달래로_D","30","","","","","2","","","","","","","","","","","","","","21"
"201504","12874","강서로_K","11","","","","","1","","","","","","","","","1","","","","","3"
"201504","12875","자양로_C","8","","","","","","1","","","","","","","","","","","","","6"
"201504","12878","당산로37길","10","","","","","2","1","","","","","","","","","","","","","3"
"201504","12881","월정로_C","4","","","","","","","","","","","","","","2","","","","","2"
"201504","12883","압구정로29길_B","1","1","","","","","","","","","","","","","","","","","",""
"201504","12884","강서로5나길","5","","","","","","","","","","","","","","4","","","","","1"
"201504","12887","뚝섬로_B","12","","1","","","","","","","","","","","","","","","","","8"
"201504","13076","백제고분로15길","1","","","","","","1","","","","","","","","","","","","",""
"201504","13078","오금로31길_B","8","","","","","3","","","","","","","","","","","","","",""
"201504","13079","서달로10길","9","","","","","4","","","","","","","","1","","","","","","2"
"201504","13081","석촌호수로_C","6","","","","","3","","","","","","","","","","","","","","2"
"201504","13083","경인로47길_C","17","","","","","1","","","","","","","","","","","","","","7"
"201504","13086","신길로_B","5","","1","","","1","","","","","","","2","","","","","","",""
"201504","13088","석촌호수로_E","3","","","","","","","","","","","","","","","","","","","1"
"201504","13089","송파대로49길","2","","","","","1","1","","","","","","","","","","","","",""
"201504","13091","공원로8길","3","","","","","1","","","","","","","","","","","","","",""
"201504","13094","백제고분로18길","3","","1","","","1","","","","","","","","","","","","","",""
"201504","13095","백제고분로41길_B","7","","","","2","1","2","","","","","","","","","","","","","1"
"201504","13096","언주로107길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13099","석촌호수로_F","6","","","","","1","","","","","","","1","","","","","","",""
"201504","13100","백제고분로_H","3","","","","","1","","","","","","","","","","","","","",""
"201504","13101","백제고분로46길_B","9","","2","","","1","1","","","","","","","","","","","","","1"
"201504","13103","가락로28길","3","","","","","1","","","","","","","1","","","","","","",""
"201504","13104","마천로_A","1","","","","","","","","","","","","","","","","","","",""
"201504","13105","여의대방로_B","18","","1","","","2","","","","","","","","","","","","","","10"
"201504","13107","석촌호수로_H","6","","","","","","","","","","","","","","1","","","","","1"
"201504","13108","논현로_C","4","","","","","","","","","","","","","","","","","","","2"
"201504","13109","백제고분로_I","3","","","","","","","","","","","","","","","","","","","1"
"201504","13110","장승배기로10길","9","","","","","3","","","","","","","","2","","","","","","1"
"201504","13112","오금로35길","7","","1","","","1","1","","","","","","","","","","","","","1"
"201504","13118","서래로_A","4","","","","","","","","","","","","","","","","","","","2"
"201504","13119","상도로_J","7","","1","","","1","","","","","","","","","","","","","","1"
"201504","13120","동남로_A","2","","","","","","","","","","","","","","","","","","",""
"201504","13121","삼성로63길","1","","","","","","","","","","","","","","","","","","",""
"201504","13123","여의대방로_C","13","","1","","","2","","","","","","","","","","","","","","7"
"201504","13124","보라매로_A","7","","","","","1","","","","","","","","","","","","","","4"
"201504","13126","가락로12길","4","","","","","1","","","","","","","","","","","","","",""
"201504","13127","가락로_D","1","","","","","","","","","","","","","","","","","","","1"
"201504","13130","도곡로_A","5","","1","","","","","","","","","","","","","","","","",""
"201504","13132","보라매로_B","12","","","","","1","","","","","","","","","","","","","","6"
"201504","13133","상도로37길","12","","","","","3","","","","","","","","","","","","","","3"
"201504","13134","상도로_K","4","","","","","1","","","","","","","","","","","","","",""
"201504","13136","구로동로42길","13","","","","","2","","","","","","","","","","","","","","4"
"201504","13140","대림로_B","3","","","","","1","","","","","","","","","","","","","","2"
"201504","13145","가락로_E","6","","1","","","2","","","","","","","","","","","","","","1"
"201504","13146","여의대방로22길","6","","","","","","","","","","","","","","","","","","","5"
"201504","13147","거마로_A","12","","","","","3","","","","","","","","","","","","","","1"
"201504","13148","오금로36길_A","2","","","","","","","","","","","","","","","","","","","1"
"201504","13149","역삼로_C","7","","1","","1","2","","","","","","","","","","","","","","1"
"201504","13152","삼성로64길","7","","","","","1","","","","","","","","2","","","","","","3"
"201504","13153","오금로36길_B","7","","","","","3","","","","","","","1","","","","","","","1"
"201504","12943","신월로_E","11","","1","","","","","","","","","","","","","","","","","5"
"201504","12945","버드나루로_A","3","","","","","","","","","","","","","","1","","","","","2"
"201504","12946","삼성로_B","5","","","","","1","","","","","","","","","","","","","",""
"201504","12947","선유로_C","4","","","","","","","","","","","","","","","","","","","3"
"201504","12948","영등포로5길","10","","1","","","2","","","","","","","","","","","","","","3"
"201504","12950","오목로54길","1","","1","","","","","","","","","","","","","","","","",""
"201504","12951","신목로_B","22","","","","","4","","","","","","","","","","","","","","4"
"201504","12952","신월로_F","6","","","","","1","","","","","","","","","","","","","","4"
"201504","12955","언주로159길","6","","","","1","","","","","","","","","","","","","","",""
"201504","12956","양산로_B","1","","","","","","1","","","","","","","","","","","","",""
"201504","12958","도산대로","6","","1","","","1","","","","","","","","2","","","","","",""
"201504","12959","언주로_B","9","","","","","","","","","","","","","1","","","","","","1"
"201504","12962","버드나루로_B","4","","","","","","","","","","","","","","","","","","","4"
"201504","12964","영중로_C","2","","","","","","","","","","","","","","","","","","","1"
"201504","12971","도신로","6","","","","","1","","","","","","","","","","","","","","1"
"201504","12972","노량진로","26","","2","","","3","","","","","","","","1","","","","","","15"
"201504","12974","오금로11길","9","","","","","","","","","","","","","","3","","","","","2"
"201504","12981","신목로5길","5","","","","","1","","","","","","","","","","","","","","2"
"201504","12988","도산대로30길","3","","","","","","","","","","","","","","","","","","","1"
"201504","12990","올림픽로35길_A","7","","1","","","1","","","","","","","1","","","","","","",""
"201504","13185","구로중앙로14길","3","","","","","","","","","","","","","","","","","","","2"
"201504","13186","개봉로17길","25","","1","","","3","","","","","","","1","","","","","","","12"
"201504","13187","동남로18길_A","7","","","","","","1","","","","","","1","","","","","","","1"
"201504","13189","부일로15길","10","","","","","1","","","","","","","","","","","","","","6"
"201504","13190","언주로_D","16","","3","","","1","1","","","","","","","","","","","","","5"
"201504","13192","오금로46길_A","3","","","","","1","","","","","","","","","","","","","",""
"201504","13194","도곡로_C","12","","1","","","1","","","","","","","","1","","","","","","3"
"201504","13195","도림로_B","10","","","","","1","","","","","","","","","","","","","1","5"
"201504","13198","거마로_C","4","","","","","","","","","","","","","","","","","","1","1"
"201504","13199","오류로8길_A","5","","","","","1","","","","","","","","","","","","","","2"
"201504","13202","오류로8길_B","12","","1","","","2","","","","","","","","1","","","","","","4"
"201504","13204","중대로12길","5","","","","1","1","","","","","","","","","","","","","","2"
"201504","13205","오금로46길_B","4","","1","","","1","","","","","","","","","","","","","",""
"201504","13206","방배로42길","6","","","","","2","","","","","","","","","","","","","",""
"201504","13209","마천로_B","15","","","","","4","","","","","","","","","","","","","",""
"201504","13212","마천로41길_A","7","","","","","2","","","","","","","","","","","","","",""
"201504","13213","대림로29길","12","","1","","","","","","","","","","","","","","","","1","7"
"201504","13216","대림로_D","13","","1","","","2","","","","","","","","","","","","","","6"
"201504","13217","서초중앙로24길","12","","2","","","1","1","","","","","","","","","","","","","5"
"201504","13222","중대로9길","1","","","","","","","","","","","","","","","","","","",""
"201504","13223","경인로_D","9","","","","","1","","","","","","","","","","","","","","5"
"201504","13225","역삼로_E","3","","","","","","","","","","","","","","","","","","",""
"201504","13227","구일로10길","21","","1","","","4","","","1","1","","","","","","","","","","8"
"201504","13228","동작대로","5","","1","","","1","","","","","","","","","","","","","","1"
"201504","13229","서래로_D","6","","2","","","1","","","","","","","1","","","","","","","2"
"201504","13231","마천로41길_B","11","","1","","","2","1","","","","","","","","","","","","","1"
"201504","13232","상도로_N","14","","","","","2","","","","","","","","","","","","","","3"
"201504","13233","논현로72길","9","","","","","2","","","","","","","","","","","","","","2"
"201504","13236","삼성로57길","6","","1","","","1","1","","","","","","","","","","","","",""
"201504","13238","남부순환로97길","17","","","","","2","","","","","","","","","","","","","","2"
"201504","13239","마천로45길","3","","","","","1","","","","","","","","","","","","","","2"
"201504","13241","개봉로23가길","22","","","","","3","","","","","","","","","","","1","","1","9"
"201504","13242","거마로20길","3","","","","","1","","","","","","","","","","","","","",""
"201504","13243","대림로27가길","3","","","","","1","","","","","","","","","","","","","",""
"201504","13247","디지털로31길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13250","신대방1가길","14","","1","","","3","","","","","","","","","","","","","","2"
"201504","13251","대림로_E","15","","","","","3","","","","","","","","","","","","","","7"
"201504","13253","서초대로25길","5","","1","","","","","","","","","","","","","","","","","2"
"201504","13255","양재대로55길","17","","1","","","2","","","","","","","1","","","","","","","5"
"201504","13256","동남로_C","12","","","","","2","","","","","","","","1","","","","","",""
"201504","13257","봉천로_A","3","","","","","1","","","","","","","","","","","","","","1"
"201504","13258","언주로30길_A","2","","","","","","","","","","","","","","","","","","","2"
"201504","13259","언주로30길_B","17","","8","","","1","","","","","","","","","","","","","",""
"201504","13261","구로동로_C","8","","","","","2","","","","1","","","","","","","","","","1"
"201504","13264","일원로9길","1","","","","","","","","","","","","","","","","","","",""
"201504","13039","논현로_B","21","","1","","2","3","","","","","","","","","2","","","","","4"
"201504","13041","양재대로_J","4","","2","","","","","","","","","","1","","","","","","",""
"201504","13042","도신로60길","19","","1","","","1","","","","","","","","","","","","","","5"
"201504","13044","주흥길","3","","","","","","","","","","","","","","","","","","","2"
"201504","13045","백제고분로33길","7","","","","1","2","","","","","","","","","","","","","","3"
"201504","13046","고척로40길","3","","","","","1","","","","","","","","","","","","","",""
"201504","13048","역삼로_A","5","","2","","","","","","","","","","","","","","","","","2"
"201504","13049","백제고분로_D","9","","","","","1","","","","","","","1","","","","","","","4"
"201504","13050","백제고분로_E","11","","1","","","2","","","","","","","","","","","","","","2"
"201504","13053","경인로47길_A","10","","","","","2","","","","","","","","","","","","","","4"
"201504","13056","상도로_A","5","","","","","","","","","","","","","","","","","","","2"
"201504","13061","여의대방로_A","14","","","","","3","","","","","","","","","","","","","","5"
"201504","13062","도신로4길","10","","1","","1","2","","","","","","","1","","","","","","","1"
"201504","13063","백제고분로_G","12","","1","","1","2","","","","","","","","","","","","","","2"
"201504","13067","상도로15길","5","","","","","1","","","","","","","","","","","","","","4"
"201504","13069","고척로_B","9","","","","","1","","","","","","","","","","","","","","4"
"201504","13070","경인로35길","2","","1","","","","","","","","","","","","","","","","",""
"201504","13072","경인로47길_B","3","","","","","","","","","","","","","","","","","","","3"
"201504","13074","상도로_D","10","","","","","1","","","","","","","1","","","","","","","6"
"201504","13445","남부순환로_R","14","","1","","","4","","","","","","","","","","","","","",""
"201504","13448","가산로_A","3","","","","","1","","","","","","","","","","","","","","1"
"201504","13451","시흥대로151길","7","","","","","2","","","","","","","","","","","","","","5"
"201504","13452","낙성대로","9","","","","","2","","","","","","","","","","","","","","5"
"201504","13453","바우뫼로_B","11","","","","","1","","","","","","","","","","","","","","7"
"201504","13459","독산로64길","7","","","","","","","","","","","","","","","","","","","4"
"201504","13461","강남대로8길","3","","","","","","","","","","","","1","","","","","","",""
"201504","13463","시흥대로_H","6","","","","","2","","","","","","","","","","","","","",""
"201504","13286","구로동로26길_B","7","","","","","1","1","","","","","","","","","","","","",""
"201504","13287","방배로_C","15","","2","","","1","","","","","","","","","","","","","","7"
"201504","13290","구로동로28길_A","4","","","","","1","","","","","","","","","","","","","","3"
"201504","13291","오류로8길_C","12","","","","","2","2","","","","","","","","","","","","","5"
"201504","13294","동남로18길_B","4","","","","","1","","","","","","","","","","","","","","1"
"201504","13296","디지털로53길","8","","","","","2","","","","","","","","","","","","","","2"
"201504","13300","구로동로28길_B","16","","2","","","4","","","","","","","","","","","","","","1"
"201504","13301","구로동로22길","10","","1","","","1","","","","","","","","","","","","","",""
"201504","13303","남부순환로333길","2","","","","","1","","","","","","","","","","","","","",""
"201504","13305","서초대로24길","6","","1","","","1","","","","","","","","","","","","","","3"
"201504","13307","사당로_B","19","","1","","","1","","","","","","","1","","","","","","1","4"
"201504","13308","행운1길","21","","","1","","3","1","","","","","","","","","","","","","5"
"201504","13309","남부순환로_C","4","","","","","1","","","","","","","","","","","","","","2"
"201504","13311","난곡로_A","4","","","","","","1","","","","","","","","","","","","","3"
"201504","13314","관악로_A","4","","","","","2","","","","","","","","","","","","","",""
"201504","13316","도구로","3","","","","","1","","","","","","","","","","","","","",""
"201504","13317","도림로_F","10","","","","","2","","","","","","","","","","","","","1","4"
"201504","13323","구로동로_E","14","","1","","","2","","","","","","","","","","","","","","6"
"201504","13328","개봉로3길_A","2","","","","","","","","","","","","","","","","","","","2"
"201504","13329","개봉로3길_B","8","","","","","1","","","","","","","","","","","","","","4"
"201504","13330","동남로4길_A","8","","1","","","1","1","","","","","","","1","","","","","","2"
"201504","13334","언주로30길_C","13","","6","","","1","","","","","","","1","","","","","","",""
"201504","13335","반포대로_B","11","","","","","1","","","","","","","","","","","","","","4"
"201504","13265","대림로_F","8","","","","","1","","","","","","","","","","","","","","5"
"201504","13267","동남로6길_A","3","","","","","","","","","","","","","","","","","","","1"
"201504","13268","보라매로_C","10","","","","","2","","","","","","","","","","","","","","1"
"201504","13269","동작대로29나길","4","","","","","1","","","","","","","","","","","","","",""
"201504","13270","일원로","20","","1","","","4","","","","","","","","","","","","","","5"
"201504","13272","시흥대로_B","12","","1","","","1","1","","","","","","","","","","","","","2"
"201504","13273","동광로_A","17","","2","","","2","","","","","","","","","","","","","","6"
"201504","13274","오금로_C","1","","","","","","","","","","","","","","","","","","",""
"201504","13275","시흥대로_C","11","","","","","4","","","","","","","","","","","","","","2"
"201504","13276","당곡길","2","","","","","","","","","","","","","","","","","","",""
"201504","13277","일원로3길","8","","","","","1","","","","","","","","","","","","","","2"
"201504","13278","구로동로_D","21","","","","1","7","","","","","","","","","","","","","","6"
"201504","13281","구로동로26길_A","20","","","","","4","","","","","","","","","","","","","","2"
"201504","13284","신대방길","14","","1","","","3","","","","","","","","","","","","","",""
"201504","13154","백제고분로32길","10","","","","","1","1","","","","","","","","","","","","","3"
"201504","13155","사평대로","14","","1","","","1","","","","","","","","","","","","","","6"
"201504","13156","송파대로37길","1","","","","","","","","","","","","","","","","","","",""
"201504","13157","성대로1길","18","","1","","","3","","","","","","","1","","","","","","","2"
"201504","13158","경서로","13","","1","","","1","","","","","","","1","","","","","","","4"
"201504","13159","대림로_C","12","","1","","","","","","","","","","","","","","","","","7"
"201504","13160","백제고분로22길","2","","","","","1","","","","","","","","","","","","","","1"
"201504","13162","상도로_L","33","","","","","6","3","","","","","","","1","","","","","","10"
"201504","13163","서초중앙로29길","12","","1","","","","","","","","","","","","","","","","","7"
"201504","13168","역삼로_D","3","","","","","","","","","","","","","","","","","","","1"
"201504","13169","언주로_C","7","","","","","","","","","","","","","","","","","","","1"
"201504","13170","신반포로_C","3","","","","","","2","","","","","","","","","","","","",""
"201504","13173","신반포로3길","5","","2","","","","","","","","","","","","","","","","",""
"201504","13174","백제고분로40길","6","","","","","1","1","","","","","","","","","","","","","3"
"201504","13177","가마산로_A","10","","1","","","1","","","","","","","","","","","","","","5"
"201504","13180","삼학사로_B","5","","","","","1","","","","","","","","","","","","","",""
"201504","13182","백제고분로34길","11","","2","","","2","","","","","","","","","","","","","","3"
"201504","13183","백제고분로_J","4","","","","","1","","","","","","","","","","","","","",""
"201504","13184","송이로17길","2","","","","","","","","","","","","","","","","","","","2"
"201504","13541","긴고랑로11길","2","","","","","","","","","","","","1","","","","","","",""
"201504","13542","상일로_D","7","","","","","2","","","","","","","","","","","","","","2"
"201504","13543","한글비석로24길","9","","","","","2","","","","","","","","","","","","","","6"
"201504","13544","고척로30길","10","","","","","","","","","","","","","","","","","","","7"
"201504","13545","성수일로","7","","1","","","","","","","","","","","","","","","","1","4"
"201504","13550","사가정로25길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13551","영화사로_D","5","","","","","","","","","","","","","","","","","","","3"
"201504","13554","휘경로3길","12","","","","","2","","","","","","","","","","","","","1","1"
"201504","13336","방배로_D","18","","1","","1","1","","","","","","","","","","","","","","8"
"201504","13339","동남로4길_B","1","","","","","","","","","","","","","1","","","","","",""
"201504","13340","봉천로6길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13341","송이로31길","4","","","","","1","","","","","","","","","","","","","",""
"201504","13343","개포로82길","26","","3","","","4","","","","","","","","","","","","","1","4"
"201504","13348","개봉로3길_C","17","","","","","2","1","","","","","","","","","","","","","9"
"201504","13353","개봉로11길","2","","","","","","","","","","","","","","","","","","","1"
"201504","13354","방배로27길","1","","","","","","","","","","","","1","","","","","","",""
"201504","13355","바우뫼로37길","8","","1","","1","2","","","","","","","","","","","","","","4"
"201504","13357","새말로8길","10","","","","","1","1","","","","","","","","","","","","","3"
"201504","13359","남부순환로_E","5","","1","","","1","","","","","","","","","","","","","",""
"201504","13360","남부순환로_F","16","","","","","5","1","","","","","","","","","","","","","2"
"201504","13361","바우뫼로_A","5","","","","","","","","","","","","","","","","","","","4"
"201504","13362","쑥고개로_A","3","","1","","","","","","","","","","1","","","","","","","1"
"201504","13363","디지털로_A","3","","1","","","","","","","","","","","","","","","","","1"
"201504","13367","방배천로6길","2","","","","","","","","","","","","","","","","","","",""
"201504","13376","사당로30길","9","","1","","1","1","","","","","","","","","","","","","","3"
"201504","13377","조원중앙로2길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13379","방배천로16길","2","","","","","","","","","","","","1","","","","","","",""
"201504","13380","시흥대로_E","4","","","","","1","","","","","","","","","","","","","",""
"201504","13381","서부샛길","15","","1","","","1","","","","","","","","","","","","","","12"
"201504","13382","논현로26길","13","","","","","","","","","","","","1","","","","","","","11"
"201504","13383","논현로_D","9","","","","","","","","","","","","","","","","","","","5"
"201504","13384","남부순환로_K","11","","1","","","2","","","","","","","","","","","","","","2"
"201504","13385","강남대로30길","2","","","","","1","","","","","","","","","","","","","",""
"201504","13386","선릉로_D","5","","","","","1","1","","","","","","","","","","","","",""
"201504","13389","신원로3길","6","","","","","2","","","","","","","","","","","","","",""
"201504","13391","새말로17길","2","","1","","","","","","","","","","","","","","","","","1"
"201504","13395","반포대로_C","6","","1","","","","","","","","","","","","","","","","","3"
"201504","13396","사당로16길_A","20","","1","","","3","","","","","","","","","","","","","",""
"201504","13397","남부순환로_M","2","","1","","","","","","","","","","","","","","","","",""
"201504","13401","봉천로_C","6","","","","","","","","","","","","","","","","","","","5"
"201504","13403","남부순환로161가길","12","","1","","","4","","","","","","","","","","","","","",""
"201504","13404","사당로16가길_B","4","","","","","","","","","","","","","","","","","","","1"
"201504","13407","사당로_E","18","","","","","1","","","","","","","","","","","","","","11"
"201504","13410","남부순환로_O","9","","","","","2","","","","","","","","","","","","","",""
"201504","13411","반포대로_D","11","","2","","","","","","","","","","","1","","","","","","8"
"201504","13413","조원로16길","12","","","","1","2","","","","","","","","","","","","","","4"
"201504","13414","우마길","2","","","","","2","","","","","","","","","","","","","",""
"201504","13415","난우길","7","","","","","2","","","","","","","","","","","","","","4"
"201504","13418","논현로10길","12","","1","","","2","","","","","","","","","","","","","","4"
"201504","13419","독산로85길","10","","","","","2","","","","","","","","","","","","","","1"
"201504","13421","난곡로_F","7","","1","","","1","","","","","","","","","","","","","","2"
"201504","13422","남부순환로248길","16","","1","","","2","","","","","","","","","","","","","","4"
"201504","13423","난곡로_G","18","","1","","","6","","","","","","","","","","","","","","2"
"201504","13424","시흥대로148길","4","","","","","2","","","","","","","","","","","","","","1"
"201504","13427","법원단지길","16","","","","","2","1","","","","","","","","","","","","","5"
"201504","13429","인헌길","15","","1","","","1","","","","","","","","","","","","","","5"
"201504","13430","낙성대역길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13431","관악로14길","4","","","","","2","","","","","","","","","","","","","",""
"201504","13432","동작대로7길","5","","","","","","","","","","","","","","","","","","","1"
"201504","13435","양재천로","6","","1","","","1","","","","","","","","","","","","","","3"
"201504","13437","남부순환로_Q","9","","1","","","1","","","","","","","1","1","","","","","",""
"201504","13438","남현길","19","","","","","3","","","","","","","","","","","","","","1"
"201504","13441","시흥대로153길","13","","","","1","2","","","","","","","","","","","","","","6"
"201504","13444","개포로22길","9","","","","","","1","","","","","","","","","","","","","8"
"201504","13626","구로중앙로_B","10","","2","","","1","","","","","","","","","","","","","","5"
"201504","13629","중앙로_F","18","","","","","5","","","","","","","1","","","","","","1","4"
"201504","13634","신원로3가길","3","","","","","2","","","","","","","","","","","","","",""
"201504","13635","곰달래로_E","63","","3","","","12","1","","","","","","1","","1","","","","","15"
"201504","13638","백제고분로48길","17","","1","","","1","","","","","","","","","","","","","","3"
"201504","13639","백제고분로_L","15","","","","1","5","","","","","","","","","","","","","","1"
"201504","13640","백제고분로50길","16","","","","","4","1","","","","","","","","","","","","","2"
"201504","13641","가락로_F","15","","","","","2","","1","","","","","","","","","","","","4"
"201504","13642","양재대로71길","4","","","","","1","","","","","","","","1","","","","","","1"
"201504","13643","위례성대로18길","20","","1","","","3","","","","","","","","","","","","","","2"
"201504","13644","천호대로83길","8","","","","","2","","","","","","","","","","","","","","2"
"201504","13645","장한로_D","3","","1","","","","","","","","","","","","","","","","","2"
"201504","13646","답십리로66길","6","","","","","2","","","","","","","","","","","","","","1"
"201504","13647","답십리로_C","12","","","","1","3","","","","","","","","","","","","","","1"
"201504","13648","장한로21길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13649","율곡로14길","2","","","","","","","","","","","","","","","","","","","2"
"201504","13650","통일로69길","3","","","","","1","","","","","","","","","","","","","",""
"201504","13651","도봉로152가길","6","","","","","","","","","","","","","","","","1","","1","4"
"201504","13465","대학길","4","","","","","1","","","","","","","","","","","","","","2"
"201504","13466","논현로11길","12","","1","","","","","","","","","","","","","","","","","10"
"201504","13469","신림로11길","1","","","","","","","","","","","","","","","","","","","1"
"201504","13470","동산로_A","14","","","","","2","","","","","","","","","","","","","","3"
"201504","13473","독산로_C","5","","","","","1","","","","","","","","","","","","","","2"
"201504","13475","신림로_B","16","","","","","3","","","","","","","","1","","","","","",""
"201504","13477","마방로2길","11","","","","","1","","","","","","","","","","","","","","7"
"201504","13478","동산로_B","1","","","","","","","","","","","","","","","","","","",""
"201504","13479","신림로_C","27","","1","","","5","","","","","","","","","","","","","","2"
"201504","13480","가산로_B","12","","","","","1","","","","","","","","","","","","","","11"
"201504","13481","시흥대로122길","2","","1","","","","","","","","","","","","","","","","","1"
"201504","13483","호암로26길","10","","","","","4","","","","","","","","1","","","","","","1"
"201504","13484","독산로_D","17","","","","","4","","","","","","","","","","","","","","4"
"201504","13487","시흥대로62길","2","","","1","","","","","","","","","","","","","","","",""
"201504","13488","독산로_E","15","","1","","","3","","","","","","","","","","","","","","1"
"201504","13489","독산로_F","18","","1","","","3","","","","","","","1","","","","","","","4"
"201504","13491","시흥대로_J","13","","1","","","1","","","","","","","","","","","","","","7"
"201504","13493","금하로_A","9","","","","","2","","","","","","","","","","","","","","5"
"201504","13495","금하로24길","22","","","","","7","","","","","","","1","","","","","","","3"
"201504","13500","금하로_C","14","","","","1","1","","","","","","","","","","","","","","7"
"201504","13503","시흥대로_M","12","","","","","4","1","","","","","","","","","","","","","4"
"201504","13505","화랑로11길","18","","2","","","5","","","","","","","","","","","","","","1"
"201504","13506","화곡로_L","3","","","","","","","","","","","","","","","","","","","2"
"201504","13507","길음로_B","11","","1","","","2","","","","","","","","","","","","","","3"
"201504","13508","동숭길","7","","1","","","1","","","","","","","","3","","","","","",""
"201504","13509","거북골로_C","1","","","","","","","","","","","","","","","","","","","1"
"201504","13510","신촌로_E","15","","1","","","1","","","","","","","","","","","","","","7"
"201504","13512","조원로_B","3","","","","","","","","","","","","","","","","","","","2"
"201504","13513","동일로217가길","14","","","","","3","","","","","","","","","","","","","","3"
"201504","13515","효령로_C","16","","1","","","3","","","","","","","","1","","","","","","4"
"201504","13516","등촌로_G","4","","","","","","","","","","","","","","1","","","","",""
"201504","13517","목동동로8길","10","","","","","1","","","","","","","1","","","","","","",""
"201504","13518","학동로88길","5","","","","","","","","","","","","","","","","","","","4"
"201504","13520","덕릉로_F","8","","","","","3","","","","","","","","","","","","","",""
"201504","13523","뚝섬로_C","3","","","","","1","","","","","","","","","","","","","",""
"201504","13525","사당로16길_B","4","","","","","1","","","","","","","","","","","","","",""
"201504","13527","동호로_B","2","","","","","1","","","","","","","","1","","","","","",""
"201504","13528","도봉로169나길","19","","","","","3","1","","","","","","","","","","","","","10"
"201504","13531","올림픽로12길","10","","","","","2","","","","","","","","1","","","","","","1"
"201504","13532","마천로51길","2","","","","","1","","","","","","","","","","","","","",""
"201504","13533","종암로22길","1","","","","","1","","","","","","","","","","","","","",""
"201504","13534","까치산로_B","7","","","","","1","","","","","","","","","","","","","","4"
"201504","13537","오목로_G","5","","","","","1","","","","","","","1","","","","","","","2"
"201504","13538","봉은사로_C","3","","1","","","1","","","","","","","","","","","","","",""
"201504","13539","동남로_F","9","","1","","","","","","","","","","","5","","","","","","1"
"201504","13540","논현로5길","2","","1","","","","","","","","","","","","","","","","",""
"201504","12097","연서로_B","2","","","","","","","","","","","","","","","","","","","2"
"201504","12110","보국문로_A","15","","1","","","2","","","","","","","","","","","","","","7"
"201504","12111","석계로1길","8","","","","","1","","","","","","","","","","","","","","4"
"201504","12113","통일로73길","7","","","","","1","","","","","","","","","","","","","","4"
"201504","12114","연서로26길","1","","","","","","","","","","","","","","","","","","",""
"201504","12118","통일로_C","12","","","","","1","","","","","","","","","","","","","","2"
"201504","12120","공릉로_E","3","","","","1","","","","","","","","","","","","","","","1"
"201504","12121","연서로27길","7","","","","","","1","","","","","","","","","","","","","3"
"201504","12124","석계로9길","8","","","","","1","","","","","","","","","","","","","","3"
"201504","12130","중랑역로_B","5","","1","","","1","","","","","","","","","","","","","","3"
"201504","12131","화랑로13길","1","","","","","","","","","","","","","","","","","","",""
"201504","12134","중랑역로_C","2","","","","","","","","","","","","","","","","","","","2"
"201504","12135","봉화산로56길","5","","","","","","","","","","","","","","","","","","","3"
"201504","12140","길음로_A","18","","","","","3","","","","","","","","","","","","","","5"
"201504","12145","길음로7길","8","","","","","2","","","","","","","","","","","","","","4"
"201504","11947","당산로44길","10","","","","","2","","","","","","","","","","","","","","1"
"201504","11948","동일로242길","10","","","","","","","","","","","","","","","","","","","7"
"201504","11949","동일로_A","6","","","","1","1","","","","","","","","","","","","","","1"
"201504","11950","동일로_B","22","","1","","","3","","","","","","","","","","","","","1","3"
"201504","11954","동일로_C","5","","","","","","","","","","","","1","","","","","","",""
"201504","11956","동일로242가길","6","","","","","","","","","","","","","","","","","1","","4"
"201504","11957","도봉로181길_A","1","","","","","1","","","","","","","","","","","","","",""
"201504","11958","도봉로181길_B","9","","","","","1","","","","","","","","","","","","","","2"
"201504","11962","상계로","11","","","","","1","1","","","","","","","","","","","","","5"
"201504","11963","한글비석로20길_A","1","","","","","","","","","","","","","","","","","","",""
